NAME;LUN;NAME_TYPE;IAU_TYPE;TYPE;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;LENGTH_KM;WIDE_KM;LENGTH_ARCSEC;HEIGHT_M;RAPPORT;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU
8 HOMEWARD;AA120200S970900;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Période de formation non trouvée;Source de la période de formation non trouvée;Pas de données;8 Homeward;UAI 2018;05/10/2018 00:00:00;Non nommé;Non nommé;Non nommé;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;97.09;97.09;97 ° 5 ' Est;-12.02;12 ° 1 ' Sud;Zone des librations;Sud-Est;Sud de Mare Smythii;12.52;12.52;6.2;Hauteur non connue;Hauteur inconnue. Calcul impossible.;Cratère visible dans l'iconique photographie en couleur prise à bord d'Apollo 8 par W. A. Anders le 24 Décembre 1968. Symbolise le retour sur Terre d'Apollo 8. Le cratère était désigné avant par Ganskiy (Hansky) M.;;Non décrit dans cette version AVL;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
ABBE;AA575755S1747750;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Nectarien (De -3.92 milliards d'années à -3.85 milliards d'années);Byrne communication personnelle / 2008;Pas de données;Ernst K. Abbe;IAU 1970 ?;01/01/1970 00:00:00;Non nommé;Non nommé;Non nommé;Physicien;Allemagne;allemand;19;19 ème siècle;Eisenach;1840;Iéna;1905;Directeur de l'observatoire d'Iéna. Auteur de la théorie classique du microscope en 1877 et de la relation des sinus. Associé avec Carl Zeiss. Inventeur d'un réfractomètre et des premiers objectifs apochromatiques et oculaires orthoscopiques.;174.774969;174.774969;174 ° 46 ' Est;-57.575482;57 ° 35 ' Sud;Face cachée;Sud-Est;Non déterminée;66;66;31.9;3650;0.057052617999224;Non observable;;Non décrit dans cette version AVL;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
ABBOT;AA55562N547431;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Imbrien (De -3.85 milliards d'années à -3.2 milliards d'années) ?;Source de la période de formation non trouvée;Pas de données;Charles Greeley Abbot (ex Apollonius K);(??);01/01/1973 00:00:00;Non nommé;Non nommé;Non nommé;Astrophysicien;Etats Unis;américain;20;20 ème siècle;Wilton;1872;Washington;1973;Directeur de l'observatoire de la Smithsonian Institution. Détermination de la valeur de la constante solaire et de la répartition de l'énergie dans le spectre solaire.;54.743059;54.743059;54 ° 45 ' Est;5.556162;5 ° 33 ' Nord;Face visible;Nord-Est;Bord Nord de la Mer de la Fécondité;10;10;5.2;2086;0.200644105105784;Formation circulaire isolée en forme de bol.;;Versants assez escarpés.;Muraille peu élevée.;Fond arrondi.;1;Formation peu intéressante ou difficile;3;Trois jours après la Nouvelle lune;Deux jours après la Pleine Lune;50;Lunette 50 mm;Télescope  ou lunette 100 mm
ABEL;AA346257S857762;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Pré-Nectarien (De -4.55 milliards d'années à -3.92 milliards d'années);Wilhelms / 1987 / Geological history of the Moon table;Pas de données;Niels Henrik Abel;Franz (1913);01/01/1964 00:00:00;Non nommé;Non nommé;Non nommé;Mathématicien;Norvège;norvégien;19;19 ème siècle;Ile de Finnoy;1802;Arendal;1829;Spécialiste de la théorie des intégrales elliptiques et travaux sur les intégrales dites abéliennes.;85.776219;85.776219;85 ° 47 ' Est;-34.6257;34 ° 38 ' Sud;Zone des librations;Sud-Est;Limbe Sud-Est de la Lune;114;114;68.6;4593;0.033447084140138;Formation circulaire située dans la zone des librations.;;Versants peu escarpés portant Abel L à  l'Ouest. Barnard et Abel A au Nord.;Muraille peu élevée presque engloutie à  l'Est dans la lave de Mare Australe.;Fond plat rempli de lave portant un cratère fantôme au Nord-Est.;2;Formation assez intéressante.;2;Deux jours après la Nouvelle Lune;Un jour après la Pleine Lune;5;Oeil nu;Jumelles x 10
ABENEZRA;AA209936S118907;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Imbrien supérieur (De -3.8 milliards d'années à -3.2 milliards d'années);Wilhelms / 1987 / Geological history of the Moon table;Pas de données;Abraham Bar Rabbi ben Ezra;Riccioli (1651);01/01/1935 00:00:00;Schirley;Non nommé;Abenezra;Philosophe et astronome;Espagne;espagnol;12;12 ème siècle;??;1092;??;1167;Penseur du judaisme. Commentaires sur le Pentateuque. Auteur de traités de mathématiques d'astronomie et d'astrologie.;11.890657;11.890657;11 ° 53 ' Est;-20.993564;20 ° 60 ' Sud;Face visible;Sud-Est;Région à  l'Ouest du cratère Catherine;41;42;21.5;3243;0.075087498976741;Formation circulaire de forme hexagonale constituant un trio remarquable avec Azophi et Abenezra C.;;Versants assez escarpés écrasant Abenezra C à  l'Ouest et portant Azophi au Sud-Ouest.;Muraille en gradins élevée.;Fond tourmenté. Lignes de cràªtes circulaires. Monticules.;4;Formation exceptionnelle.;6;Six jours après la Nouvelle Lune;Cinq jours après la Pleine Lune;30;Jumelles x 10;Lunette 50 mm
ABETTI;AA201127N278157;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Imbrien (De -3.85 milliards d'années à -3.2 milliards d'années) ?;Source de la période de formation non trouvée;Pas de données;Antonio Abetti;(??);01/01/1976 00:00:00;Non nommé;Non nommé;Non nommé;Astronome;Italie;italien;19;19 ème siècle; San Pietro di Gorizia;1846;Florence;1928;Directeur de l'observatoire d'Arcetri. Professeur de l'université de Florence.;27.815724;27.815724;27 ° 49 ' Est;20.112727;20 ° 7 ' Nord;Face visible;Nord-Est;Partie Sud-Est de la Mer de la Sérénité;17;17;0.8;315;0.196923375362373;Formation circulaire fantôme.;;Versants presque plats.;Muraille très aplatie.;Fond plat rempli par la lave de Mare Serenitatis.;2;Formation assez intéressante.;5;Cinq jour après la Nouvelle Lune;Quatre jour après la Pleine Lune;50;Lunette 50 mm;Télescope  ou lunette 100 mm
ABUL WAFA;AA9626N1166306;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Période de formation non trouvée;Source de la période de formation non trouvée;Pas de données;Abu al-Wafa al-Buzadjani;IAU 1985 ?;01/01/1970 00:00:00;Non nommé;Non nommé;Non nommé;Mathématicien;Perse;persan;10;10 ème siècle;Buzadjan;940;Bagdad;997;Auteur d'un traité d'arithmétique et d'une méthode précise de calcul des sinus.. ;116.630644;116.630644;116 ° 38 ' Est;0.962556;0 ° 58 ' Nord;Face cachée;Nord-Est;Non déterminée;55;55;0;Hauteur non connue;Hauteur inconnue. Calcul impossible.;Non observable;;Non décrit dans cette version AVL;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
ABULFEDA;AA138651S139103;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Nectarien (De -3.92 milliards d'années à -3.85 milliards d'années);Wilhelms / 1987 / Geological history of the Moon table;Pas de données;Isma'il Abu al-Fida;Riccioli (1651);01/01/1935 00:00:00;Derkenni;Non nommé;Abulfeda;Historien et géographe;Arabie;arabe;14;14 ème siècle;Damas;1273;Hamah;1331;"Prince de la dynastie des Ayyübides. Auteur de ""l'Histoire"" qui continue l'oeuvre de Ibn al-Athir.";13.910298;13.910298;13 ° 55 ' Est;-13.865087;13 ° 52 ' Sud;Face visible;Sud-Est;Région à  l'Est du cratère Ptolémée;63;62;31.1;3619;0.058169407175781;Formation circulaire abîmée.;Partiellement recouvert par les éjectas du bassin Imbrien;Versants escarpés portant de nombreux craterlets dont Abulfeda R au Nord-Ouest et Abulfeda S & W au Nord.;Muraille très élevée en gradins chevauchée par Catena Abulfeda au Sud et par Abulfeda U & Y au Nord.;Fond plat étendu rempli de lave. Tache blanche excentrée et monticules. Craterlets au Nord-Est et au Sud-Ouest.;3;Formation très intéressante.;6;Six jours après la Nouvelle Lune;Cinq jours après la Pleine Lune;30;Jumelles x 10;Lunette 50 mm
ACOSTA;AA56453S601395;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Copernicien (De -1.1 milliards d'années jusqu'à présent) ?;Source de la période de formation non trouvée;Pas de données;Cristobal Acosta (ex Langrenus C);(??);01/01/1976 00:00:00;Non nommé;Non nommé;Non nommé;Médecin et historien;Portugal;portugais;16;16 ème siècle;Tanger;1515;Huelva;1580;Pionnier de l'étude des plantes. Médecin à Burgos.;60.139473;60.139473;60 ° 8 ' Est;-5.645305;5 ° 39 ' Sud;Face visible;Sud-Est;Limbe Est de la Lune;13;13;6.5;2626;0.201101589438419;Formation circulaire en forme de bol située sur le versant Nord de Langrenus.;;Versants assez escarpés.;Muraille assez élevée.;Fond arrondi.;2;Formation assez intéressante.;3;Trois jours après la Nouvelle lune;Deux jours après la Pleine Lune;50;Lunette 50 mm;Télescope  ou lunette 100 mm
ADAMS;AA318916S683869;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Nectarien (De -3.92 milliards d'années à -3.85 milliards d'années);Wilhelms / 1987 / Geological history of the Moon table;Pas de données;John Couch Adams;Birt / Lee (1865);01/01/1970 00:00:00;Non nommé;Non nommé;Non nommé;Astronome;Grande Bretagne;britannique;19;19 ème siècle;Laneast;1819;Cambridge;1892;A démontré l'existence et indiqué la position de Neptune indépendamment de Le Verrier. mais ses travaux n'ont pas été publiés par l'Observatoire Royal.;68.386902;68.386902;68 ° 23 ' Est;-31.891634;31 ° 53 ' Sud;Face visible;Sud-Est;Limbe Sud-Est de la Lune;66;66;31.6;3637;0.05749938669167;Formation circulaire isolée.;;Versants assez escarpés portant Adams B à  l'Ouest et Adams D à  l'Est.;Muraille assez élevée en gradins chevauchée par deux craterlets au Nord et un cratère au Sud.;Fond plat avec craterlets dont un central.;3;Formation très intéressante.;2;Deux jours après la Nouvelle Lune;Un jour après la Pleine Lune;30;Jumelles x 10;Lunette 50 mm
AEPINUS;AA879582N2503131;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Période de formation non trouvée;Source de la période de formation non trouvée;Pas de données;Franz Maria Ulrich Theodor Hoch;IAU;22/01/2009 00:00:00;Non nommé;Non nommé;Non nommé;Physicien;Allemagne;allemand;18;18 ème siècle;Rostock;1724;Tartu;1802;Membre de l'académie des sciences de Russie. Recherches en électricité & magnétisme.;-109.686947;250.313053;109 ° 41 ' Ouest;87.958199;87 ° 57 ' Nord;Face cachée;Nord-Ouest;Peary;16.7447;16.7447;8.3;2438;0.14564495193994;Formation circulaire à proximité du pôle Nord.;;Versants assez abrupts;Murailles escarpées;Fond plat criblé de craterlets avec un cratère au Sud-Ouest.;0;Non observable;0;Non observable;Non observable;50;Non observable;Non observable
AGATHARCHIDES;AA198537S3288854;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Pré-Imbrien (De -4.55 milliards d'années à -3.85 milliards d'années) ?;Source de la période de formation non trouvée;Pas de données;Agatharchide;Mädler (1837);01/01/1935 00:00:00;Non nommé;Non nommé;Non nommé;Géographe et historien;Grèce;grec;-2;2 ème siècle av JC;??;vers 100 av JC;??;??;Auteur d'un traité en 5 livres sur la Mer Erythrée d'une histoire de la Perse.;-31.114619;328.885381;31 ° 7 ' Ouest;-19.853701;19 ° 51 ' Sud;Face visible;Sud-Ouest;Secteur de la Mer des Humeurs;50;49;25.9;3428;0.065967639225815;Formation abîmée en partie submergée par la lave d'Oceanus Procellarum.;;Versants escarpés portant de nombreux craterlets.;Muraille peu élevée partiellement détruite au Nord et chevauchée par Agatharchides F au Sud-Ouest.;Fond plat étendu rempli de lave sombre. Restes de montagne centrale.;3;Formation très intéressante.;10;Trois jours après le Premier Quartier;Deux jours après le Dernier Quartier;30;Jumelles x 10;Lunette 50 mm
AGRIPPA;AA40964N104741;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Eratosthénien (De -3.2 milliards d'années à -1.1 milliards d'années);Wilhelms / 1987 / Geological history of the Moon table;Pas de données;Agrippa;Riccioli (1651);01/01/1935 00:00:00;Urselii;Mons Ida;Agrippa;Astronome;Grèce;grec;1;1 er siècle;??;vers 50;??;??;Observateur en 92 d'une occultation des Pléiades par la Lune.;10.474135;10.474135;10 ° 28 ' Est;4.096399;4 ° 6 ' Nord;Face visible;Nord-Est;Région à  l'Est de la Mer de la Tranquillité;46;46;21.8;3255;0.074414374668954;Formation déformée au Sud-Ouest.;;Versants escarpés portant Agrippa F et Tempel à  l'Est.;Muraille en gradins portant Agrippa H au Nord.;Fond assez plat. Montagne centrale. Monticules et éboulis à  l'Ouest. Crevasse et craterlets.;3;Formation très intéressante.;6;Six jours après la Nouvelle Lune;Cinq jours après la Pleine Lune;30;Jumelles x 10;Lunette 50 mm
AIRY;AA181416S56149;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Pré-Imbrien (De -4.55 milliards d'années à -3.85 milliards d'années) ?;Source de la période de formation non trouvée;Pas de données;Sir George Bidel Airy;Mädler (1837);01/01/1935 00:00:00;Crequii;Non nommé;Non nommé;Astronome;Angleterre;anglais;19;19 ème siècle;Alnwick;1801;Londres;1892;Directeur de l'Observatoire de Greenwich en 1835. Travaux sur la mécanique céleste. Auteur d'une théorie sur la diffraction de la lumière.;5.614858;5.614858;5 ° 37 ' Est;-18.141628;18 ° 8 ' Sud;Face visible;Sud-Est;Région à  l'Ouest du cratère Catherine;36;37;19.4;3142;0.080784069566329;Formation délabrée formant un trio aligné Nord-Sud avec Argelander et Vogel.;;Versants assez escarpés portant Argelander au Nord Airy D au Nord-Ouest et Airy G au Sud-Est.;Muraille élevée et tourmentée chevauchée au Sud par Airy H.;Fond irrégulier peu étendu. Montagne centrale double.;3;Formation très intéressante.;7;Au Premier Quartier;Six jours après la Pleine Lune;30;Jumelles x 10;Lunette 50 mm
AITKEN;AA164430S1729583;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Imbrien supérieur (De -3.8 milliards d'années à -3.2 milliards d'années);Wilhelms / 1987 / Geological history of the Moon table;Troctolite ;Robert Grant Aitken;IAU 1970 ?;01/01/1970 00:00:00;Non nommé;Non nommé;Non nommé;Astronome;Etats Unis;américain;20;20 ème siècle;Jackson;1864;Berkeley;1954;"Auteur du ""New General Catalogue of Double Stars"" en 1932.";172.958257;172.958257;172 ° 57 ' Est;-16.442982;16 ° 27 ' Sud;Face cachée;Sud-Est;Non déterminée;135;135;64.8;4515;0.034815999061817;Non observable;;Non décrit dans cette version AVL;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
AKIS;AA200109N3282406;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Période de formation non trouvée;Source de la période de formation non trouvée;Pas de données;Prénom féminiin grec.;IAU;01/01/1976 00:00:00;Non nommé;Non nommé;Non nommé;Non applicable;Europe;grec;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-31.7594;328.240600;31 ° 46 ' Ouest;20.010862;20 ° 1 ' Nord;Face visible;Nord-Ouest;Aristarchus;2.28179;2.28179;1.1;450;0.197622058992433;Formation circulaire peu marquée;;Versants assez plats;Murailles en pente douce;Fond concave avec colline centrale;99;Non évalué dans cette version AVL;10;Trois jours après le Premier Quartier;Deux jours après le Dernier Quartier;150;Télescope ou lunette 150 mm;Télescope 300 mm
AL-BAKRI;AA143354N202451;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Imbrien (De -3.85 milliards d'années à -3.2 milliards d'années) ?;Source de la période de formation non trouvée;Pas de données;Abu Ubayd Abd Allah al-Bakri (ex Tacquet A);(??);01/01/1976 00:00:00;Non nommé;Non nommé;Non nommé;Géographe;Arabie;arabe;11;11 ème siècle;Cordoue;1040;Cordoue;1094;"Spécialiste de l'Afrique du Nord et de l'Arabie. Auteur d'un ""Dictionnaire de Géographie"" et d'une ""Description géographique du monde connu""";20.245111;20.245111;20 ° 15 ' Est;14.335392;14 ° 20 ' Nord;Face visible;Nord-Est;Partie Est de la Mer de la Tranquillité;12;12;6.1;2453;0.200966295940682;Formation circulaire isolée.;;Versants peu escarpés portant 2 lignes de cràªtes orientées Nord Sud au Sud.;Muraille peu élevée.;Fond plat étendu rempli de lave.;2;Formation assez intéressante.;5;Cinq jour après la Nouvelle Lune;Quatre jour après la Pleine Lune;50;Lunette 50 mm;Télescope  ou lunette 100 mm
AL-BIRUNI;AA180713N926162;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Nectarien (De -3.92 milliards d'années à -3.85 milliards d'années);Byrne communication personnelle / 2008;Pas de données;Al-Biruni;IAU 1984 ?;01/01/1970 00:00:00;Non nommé;Non nommé;Non nommé;Savant;Perse;persan;11;11 ème siècle;Kath;973;Rhazni;1050;"Grand voyageur. Astrologue du sultan de Rhazni en 1017. Historien des civilisations. Auteur du ""Kitah al Qanun al Mas'udi"". traité d'astronomie générale inspiré de Ptolémée.";92.616176;92.616176;92 ° 37 ' Est;18.071294;18 ° 4 ' Nord;Zone des librations;Nord-Est;Non déterminée;77;77;40.2;3910;0.048628263939085;Formation circulaire située dans la zone des librations.;Plus vieux que le bassin Crisium ;Non décrit dans cette version AVL;;;1;Formation difficile ou peu intéressante;1;2 jours après la Nouvelle Lune;Un jour après la Pleine Lune;30;Jumelles x 10;Lunette 50 mm
AL-KHWARIZMI;AA70219N1070062;Formation nommée par l'UAI;AA;Cratère;Plaine murée;Impact météoritique;Nectarien (De -3.92 milliards d'années à -3.85 milliards d'années);Wilhelms / 1987 / Geological history of the Moon table;Pas de données;Al-Khwarizmi;IAU 1991 ?;01/01/1973 00:00:00;Non nommé;Non nommé;Non nommé;Mathématicien;Irak;irakien;9;9 ème siècle;??;??;??;825;Diffusion de l'algèbre et des chiffres arabes. Auteur de tables astronomiques.;107.006175;107.006175;107 ° 0 ' Est;7.021853;7 ° 1 ' Nord;Face cachée;Nord-Est;Non déterminée;65;65;28.1;3511;0.062425905765771;Non observable;;Non décrit dans cette version AVL;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
AL-MARRAKUSHI;AA104467S557703;Formation nommée par l'UAI;AA;Cratère;Plaine murée;Impact météoritique;Copernicien (De -1.1 milliards d'années jusqu'à présent) ?;Source de la période de formation non trouvée;Pas de données;Al-Marrakushi (ex Langrenus D);(??);01/01/1976 00:00:00;Non nommé;Non nommé;Non nommé;Mathématicien et astronome;Arabie;arabe;13;13 ème siècle;Marrakech;1256;Marrakech;1321;Traducteur arabe des éléments d'Euclide. Travaux sur l'algèbre l'astronomie la linguistique et la logique.;55.770266;55.770266;55 ° 46 ' Est;-10.446738;10 ° 27 ' Sud;Face visible;Sud-Est;Partie Est de la Mer de la Fécondité;8;8;4.2;1716;0.20025615790396;Formation circulaire en forme de bol.;;Versants peu escarpés portant un craterlet double à  l'Ouest et un craterlet triple au Nord.;Muraille peu élevée.;Fond arrondi.;2;Formation assez intéressante.;3;Trois jours après la Nouvelle lune;Deux jours après la Pleine Lune;50;Lunette 50 mm;Télescope  ou lunette 100 mm
ALAN;AA109331S3538291;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Période de formation non trouvée;Source de la période de formation non trouvée;Pas de données;Prénom masculin irlandais;IAU;01/01/1976 00:00:00;Non nommé;Non nommé;Non nommé;Non applicable;Europe;irlandais;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-6.170914;353.829086;6 ° 10 ' Ouest;-10.933056;10 ° 56 ' Sud;Face visible;Sud-Ouest;Ptolemaeus;1.43526;1.43526;0.7;283;0.196716005140991;Formation carrée faisant partie de Catena Davy.;;Deux côtés communs avec craterlets voisins;Murailles escarpées;Fond concave;99;Non évalué dans cette version AVL;8;Un jour après le Premier Quartier;Dernier Quartier;200;Télescope 200 mm;Télescope 400 mm
ALBATEGNIUS;AA112400S40092;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Nectarien (De -3.92 milliards d'années à -3.85 milliards d'années);Wilhelms / 1987 / Geological history of the Moon table;Pas de données;Muhammad ibn al-Battani;Riccioli (1651);01/01/1935 00:00:00;Ferdinandi III Imp. Rom.;Mons Didymus;Albategnius;Astronome;Arabie;arabe;9;9 ème siècle;Harran;858;Qasr al Djiss;929;"Auteur du ""Zidj"" améliorant considérablement les connaissances astronomiques de son époque. Mesure de l'obliquité de l'Ecliptique.";4.009197;4.009197;4 ° 1 ' Est;-11.240026;11 ° 14 ' Sud;Face visible;Sud-Est;Secteur du cratère Ptolémée;136;136;65.4;4527;0.034601813769589;Formation circulaire abîmée.;Partiellement recouvert par les éjectas du bassin Imbrium ;Versants escarpés criblés de craterlets.;Muraille élevée chevauchée par de nombreux cratères dont Klein à  l'Ouest et Albategius B au Nord.;Fond plat immense. Tache blanche à  l'Ouest. Montagne centrale. Dépressions et craterlets.;4;Formation exceptionnelle.;7;Au Premier Quartier;Six jours après la Pleine Lune;5;Oeil nu;Jumelles x 10
ALBERT;AA382987N3250018;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Période de formation non trouvée;Source de la période de formation non trouvée;Pas de données;Prénom masculin allemand;IAU;14/06/2012 00:00:00;Non nommé;Non nommé;Non nommé;Non applicable;Europe;allemand;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-34.998184;325.001816;34 ° 60 ' Ouest;38.298683;38 ° 18 ' Nord;Face visible;Nord-Ouest;Sinus Iridum;0.1;0.1;0;19;0.191538495307339;Formation à peine marquée à proximité du site d'alunissage de Luna 17.;Lunokhod-1;Non décrit dans cette version AVL;;;99;Non évalué dans cette version AVL;10;Trois jours après le Premier Quartier;Deux jours après le Dernier Quartier;999;Non observable;Non observable
ALDEN;AA235084S1111141;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Nectarien (De -3.92 milliards d'années à -3.85 milliards d'années);Byrne communication personnelle / 2008;Pas de données;Harold L.Alden;IAU 1970 ?;01/01/1970 00:00:00;Non nommé;Non nommé;Non nommé;Astronome;Etats Unis;américain;20;20 ème siècle;??;1890;??;1964;Professeur d'astronomie et directeur de l'observatoire McCormick. Mesure de parallaxes stellaires et les mouvements propres. Observation visuelle d'étoiles variables. ;111.114134;111.114134;111 ° 7 ' Est;-23.508401;23 ° 31 ' Sud;Face cachée;Sud-Est;Non déterminée;104;104;55.7;4313;0.038709607465264;Non observable;;Non décrit dans cette version AVL;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
ALDER;AA486255S1821163;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Imbrien inférieur (De -3.85 milliards d'années à -3.8 milliards d'années);Wilhelms / 1987 / Geological history of the Moon table;Ol-gabbro-noritique;Kurt Alder;IAU 1970 ?;01/01/1979 00:00:00;Non nommé;Non nommé;Non nommé;Chimiste;Allemagne;allemand;20;20 ème siècle;Königstätte;1902;Cologne;1958;Professeur à  l'université de Cologne en 1940. Prix Nobel en 1950 avec Otto Diels.;-177.883725;182.116275;177 ° 53 ' Ouest;-48.625534;48 ° 38 ' Sud;Face cachée;Sud-Ouest;Non déterminée;77;77;41;3935;0.047918221325131;Non observable;;Non décrit dans cette version AVL;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
ALDRIN;AA14059N220899;Formation nommée par l'UAI;AA;Cratère;Craterlet;Impact météoritique;Période de formation non trouvée;Source de la période de formation non trouvée;Pas de données;Edwin E. Aldrin (ex Sabine B);(??);01/01/1970 00:00:00;Non nommé;Non nommé;Non nommé;Astronaute;Etats Unis;américain;20;20 ème siècle;??;1930;??;Vivant;Pilote du LEM de la mission Apollo 11. Second homme à  avoir marché sur la Lune le 21 juillet 1969.;22.089946;22.089946;22 ° 5 ' Est;1.405851;1 ° 24 ' Nord;Face visible;Nord-Est;Partie Est de la Mer de la Tranquillité;3;3;1.4;554;0.198028478944053;Formation circulaire isolée en forme de bol.;;Versants peu escarpés.;Muraille peu élevée.;Fond arrondi.;1;Formation peu intéressante ou difficile;5;Cinq jour après la Nouvelle Lune;Quatre jour après la Pleine Lune;100;Télescope ou lunette 100 mm;Télescope 200 mm
ALEKHIN;AA679440S2281476;Formation nommée par l'UAI;AA;Cratère;Non déterminé;Impact météoritique;Pré-Nectarien (De -4.55 milliards d'années à -3.92 milliards d'années);Wilhelms et Byrne / 2009;Pas de données;Nikolaj P. Alekhin;IAU 1970 ?;01/01/1970 00:00:00;Non nommé;Non nommé;Non nommé;Ingénieur;U. R. S. S.;soviétique;20;20 ème siècle;??;1913;??;1964;Concepteur de lanceurs spatiaux.;-131.852393;228.147607;131 ° 51 ' Ouest;-67.944046;67 ° 57 ' Sud;Face cachée;Sud-Ouest;Non déterminée;70;70;37.4;3826;0.051140164853352;Non observable;;Non décrit dans cette version AVL;;;0;Non observable;0;Non observable;Non observable;999;Non observable;Non observable
ALEXANDER;AA402515N136932;Formation nommée par l'UAI;AA;Cratère;Plaine murée;Impact météoritique;Pré-Nectarien (De -4.55 milliards d'années à -3.92 milliards d'années);Wilhelms et Byrne / 2009;Pas de données;Alexandre le Grand;Birt / Lee (1865);01/01/1935 00:00:00;Mons Aemus;Non nommé;Calippus;Roi;Macédoine;macédonien;-4;4 ème siècle av JC;??;356 av JC;Babylone;323 av JC;Roi de Macédoine de 336 à  323 av JC. Entreprit l'expansion de son royaume vers l'Inde. S'empara de Babylone et brÂ¹la Persépolis.;13.693154;13.693154;13 ° 42 ' Est;40.251521;40 ° 15 ' Nord;Face visible;Nord-Est;Région au Nord de la Mer de la Sérénité;83;82;47.4;4108;0.043342251799505;Formation complètement délabrée. Forme triangulaire.;;Versants très abîmés portant Calippus au Sud-Ouest.;Muraille peu élevée et effondrée à  l'Est .;Fond plat rempli de lave sombre. Crevasses monticules et craterlets. Deux taches blanches.;2;Formation assez intéressante.;6;Six jours après la Nouvelle Lune;Cinq jours après la Pleine Lune;30;Jumelles x 10;Lunette 50 mm
ALFRAGANUS;AA54217S189706;Formation nommée par l'UAI;AA;Cratère;Plaine murée;Impact météoritique;Copernicien (De -1.1 milliards d'années jusqu'à présent);Source de la période de formation non trouvée;Pas de données;Muhammad ibn Kathir Al-Farrhanï;(??);01/01/1935 00:00:00;Non nommé;Non nommé;Non nommé;Astronome;Perse;persan;9;9 ème siècle;Fergana;?;??;??;"Auteur d'un ""Livre de la science des étoiles et des mouvements célestes"".";18.970617;18.970617;18 ° 58 ' Est;-5.421661;5 ° 25 ' Sud;Face visible;Sud-Est;Secteur Nord-Ouest du cratère Théophile;22;21;10.2;2592;0.126324773003415;Formation circulaire brillante à  rayonnements.;;Versants escarpés portant Alfraganus E & H au Nord et Alfraganus K & M à  l'Est.;Muraille très élevée.;Fond plat peu étendu.;3;Formation très intéressante.;5;Cinq jour après la Nouvelle Lune;Quatre jour après la Pleine Lune;30;Jumelles x 10;Lunette 50 mm
